title,url,tags,score,creationdate
"python numpy savetxt","https://stackoverflow.com/questions/1544948","<python><numpy>","5","2009-10-09 16:56:49"
"Condense this Python statement without destroying readability","https://stackoverflow.com/questions/1544350","<python>","2","2009-10-09 14:59:14"
"Python gzip: is there a way to decompress from a string?","https://stackoverflow.com/questions/1543652","<python><gzip>","39","2009-10-09 13:09:12"
"Google Federated Login (OpenID+Oauth) for Hosted Apps - changing end points?","https://stackoverflow.com/questions/1543123","<python><openid><oauth><hybridauthprovider>","8","2009-10-09 10:58:14"
"What to do when Django query returns none? It gives me error","https://stackoverflow.com/questions/1542878","<python><django>","8","2009-10-09 09:50:41"
"Does python's print function handle unicode differently now than when Dive Into Python was written?","https://stackoverflow.com/questions/1542785","<python><unicode><character-encoding>","4","2009-10-09 09:28:47"
"How to write this ""model"" in Django?","https://stackoverflow.com/questions/1542659","<python><django>","2","2009-10-09 08:54:04"
"binding local variables in python","https://stackoverflow.com/questions/1542551","<python><lisp>","4","2009-10-09 08:26:23"
"How do I check if there are duplicates in a flat list?","https://stackoverflow.com/questions/1541797","<python><string><list><duplicates>","259","2009-10-09 04:30:32"
"Django SELECT statement, Order by","https://stackoverflow.com/questions/1541376","<python><django>","4","2009-10-09 01:15:36"
"Why is subprocess.Popen not waiting until the child process terminates?","https://stackoverflow.com/questions/1541273","<python><mysql>","6","2009-10-09 00:30:31"
"Python 'object' type and inheritance","https://stackoverflow.com/questions/1540975","<python><inheritance><object>","4","2009-10-08 22:56:28"
"Dumping a multiprocessing.Queue into a list","https://stackoverflow.com/questions/1540822","<python><queue><multiprocessing>","32","2009-10-08 22:17:37"
"how to force python httplib library to use only A requests","https://stackoverflow.com/questions/1540749","<python><dns><ipv6><ipv4>","2","2009-10-08 22:01:50"
"Recurrence sequence in Java / Python / Mathematica","https://stackoverflow.com/questions/1540519","<java><python><wolfram-mathematica><sequence>","3","2009-10-08 21:12:03"
"Why isn't getopt working if sys.argv is passed fully?","https://stackoverflow.com/questions/1540365","<python><getopt>","6","2009-10-08 20:48:48"
"How to print the function name as a string in Python from inside that function","https://stackoverflow.com/questions/1540177","<python>","14","2009-10-08 20:21:45"
"Replace values in list using Python","https://stackoverflow.com/questions/1540049","<python><list><performance><replace>","173","2009-10-08 19:54:18"
"Determine which Button was pressed in Tkinter?","https://stackoverflow.com/questions/1539787","<python><button><tkinter>","10","2009-10-08 18:59:23"
"Python client library for WebDAV","https://stackoverflow.com/questions/1539378","<python><client><webdav>","31","2009-10-08 17:38:32"
"Weird behaviour with two Trac instances under Apache + mod_wsgi","https://stackoverflow.com/questions/1539203","<python><apache><trac><mod-wsgi>","2","2009-10-08 17:09:19"
"Using Python's xml.dom.minidom","https://stackoverflow.com/questions/1539023","<python><xml>","3","2009-10-08 16:39:20"
"Caesar's Cipher using python, could use a little help","https://stackoverflow.com/questions/1538935","<python>","2","2009-10-08 16:25:51"
"Is the single underscore ""_"" a built-in variable in Python?","https://stackoverflow.com/questions/1538832","<python>","37","2009-10-08 16:11:33"
"can't import gdal in python?","https://stackoverflow.com/questions/1538725","<python><gdal>","15","2009-10-08 15:56:25"
"HTTP Download very Big File","https://stackoverflow.com/questions/1538617","<python><http><download><twisted>","15","2009-10-08 15:43:00"
"How can I get the name of an object?","https://stackoverflow.com/questions/1538342","<python><introspection>","57","2009-10-08 14:54:21"
"QGraphicsView with automatic items placing","https://stackoverflow.com/questions/1538308","<python><qt><pyqt><qgraphicsview>","3","2009-10-08 14:48:48"
"Python multiprocessing and database access with pyodbc ""is not safe""?","https://stackoverflow.com/questions/1537809","<python><sql-server><multiprocessing><pickle><pyodbc>","15","2009-10-08 13:29:43"
"What do I need to know/learn for automated python deployment?","https://stackoverflow.com/questions/1537298","<python><deployment><virtualenv>","2","2009-10-08 11:40:12"
"difference between variables inside and outside of __init__() (class and instance attributes)","https://stackoverflow.com/questions/1537202","<python><class><oop><constructor>","330","2009-10-08 11:25:27"
"How to interpret status code in Python commands.getstatusoutput()","https://stackoverflow.com/questions/1535672","<python><command><subprocess><exit-code>","7","2009-10-08 04:43:50"
"What is the reason for having '//' in Python?","https://stackoverflow.com/questions/1535596","<python><division>","495","2009-10-08 04:15:37"
"How to print instances of a class using print()?","https://stackoverflow.com/questions/1535327","<python><class><printing><object>","826","2009-10-08 02:35:30"
"How do I override delete() on a model and have it still work with related deletes","https://stackoverflow.com/questions/1534986","<python><django><django-models><overloading>","34","2009-10-08 00:31:38"
"How to slice a list in Python","https://stackoverflow.com/questions/1534939","<python><list>","68","2009-10-08 00:14:38"
"Need a workaround: Python's select.select() doesn't work with subprocess' stdout?","https://stackoverflow.com/questions/1534825","<python><sockets><select><subprocess>","2","2009-10-07 23:44:32"
"Attribute as dict of lists using middleman table with SQLAlchemy","https://stackoverflow.com/questions/1534673","<python><sqlalchemy>","3","2009-10-07 22:55:49"
"Can I sort text by its numeric value in Python?","https://stackoverflow.com/questions/1534542","<python><string><sorting>","11","2009-10-07 22:13:17"
"Convert Variable Name to String?","https://stackoverflow.com/questions/1534504","<python><string><variables>","122","2009-10-07 22:06:13"
"Open IE Browser Window","https://stackoverflow.com/questions/1532884","<python><internet-explorer><browser>","12","2009-10-07 16:58:10"
"How to read lines from a file into a multidimensional array (or an array of lists) in python","https://stackoverflow.com/questions/1532810","<python><list><multidimensional-array>","4","2009-10-07 16:46:05"
"Is there anyway to persuade python's getopt to handle optional parameters to options?","https://stackoverflow.com/questions/1532737","<python><getopt><getopt-long>","8","2009-10-07 16:30:58"
"Given a string, how do I know if it needs decoding","https://stackoverflow.com/questions/1532567","<python><base64>","4","2009-10-07 16:01:33"
"How to yank an entire block in Vim?","https://stackoverflow.com/questions/1531551","<python><vim>","26","2009-10-07 13:10:07"
"JSON serialization of Google App Engine models","https://stackoverflow.com/questions/1531501","<python><json><google-app-engine>","86","2009-10-07 13:01:17"
"For loop through the list unless empty?","https://stackoverflow.com/questions/1531402","<python><for-loop><nonetype>","40","2009-10-07 12:43:07"
"Django: apply ""same parent"" constraint to ManyToManyField mapping to self","https://stackoverflow.com/questions/1531065","<python><django><orm><constraints>","3","2009-10-07 11:32:11"
"Incrementally building a numpy array and measuring memory usage","https://stackoverflow.com/questions/1530960","<python><numpy><memory-management>","11","2009-10-07 11:08:36"
"Don't touch my shebang","https://stackoverflow.com/questions/1530702","<python><distutils><virtualenv>","27","2009-10-07 10:15:31"
"Cannot shuffle list in Python","https://stackoverflow.com/questions/1530161","<python><list><random>","3","2009-10-07 07:53:55"
"Ruby methods equivalent of ""if a in list"" in python?","https://stackoverflow.com/questions/1529986","<python><ruby><syntax>","18","2009-10-07 07:05:15"
"How to change the foreground or background colour of a Tkinter Button on Mac OS X?","https://stackoverflow.com/questions/1529847","<python><macos><tkinter><button><tkinter-button>","54","2009-10-07 06:28:57"
"Python sqlite3 ""unable to open database file"" on windows","https://stackoverflow.com/questions/1529527","<python><sqlite><windows-vista>","7","2009-10-07 04:50:37"
"Can't set attributes on instance of ""object"" class","https://stackoverflow.com/questions/1529002","<python><attributes><language-design>","98","2009-10-07 01:07:55"
"How to create inline objects with properties?","https://stackoverflow.com/questions/1528932","<python><instantiation><dynamic-languages>","85","2009-10-07 00:43:55"
"How can I write an empty indented block in Python?","https://stackoverflow.com/questions/1528903","<python><syntax><try-catch><indentation>","50","2009-10-07 00:34:09"
"reading lines 2 at a time","https://stackoverflow.com/questions/1528711","<python>","14","2009-10-06 23:42:02"
"Does Python have a ""compile only"" switch like Perl's -c?","https://stackoverflow.com/questions/1528346","<python><compiler-construction>","18","2009-10-06 22:03:19"
"How to handle exceptions in a list comprehensions?","https://stackoverflow.com/questions/1528237","<python><exception><list-comprehension>","189","2009-10-06 21:36:06"
"Detect the language & django locale-url","https://stackoverflow.com/questions/1527997","<python><django><localization><django-middleware><django-i18n>","3","2009-10-06 20:40:02"
"Get records before and after current selection in Django query","https://stackoverflow.com/questions/1527710","<python><sql><django><django-models><django-queryset>","2","2009-10-06 19:48:59"
"exit from ipython","https://stackoverflow.com/questions/1527689","<python><interpreter><ipython>","15","2009-10-06 19:45:21"
"Python 2.6.2, Django 1.0.3, Windows XP, Page not found: /","https://stackoverflow.com/questions/1527678","<python><windows><django>","3","2009-10-06 19:43:58"
"How to use JQuery and Django (ajax + HttpResponse)?","https://stackoverflow.com/questions/1527641","<jquery><python><django>","4","2009-10-06 19:37:05"
"How do I convert Perl's pack 'Nc*' format to struct.pack for Python?","https://stackoverflow.com/questions/1527534","<python><perl><struct><pack>","5","2009-10-06 19:18:42"
"Constant instance variables?","https://stackoverflow.com/questions/1527395","<python><properties><instance><setter><instance-variables>","9","2009-10-06 18:56:00"
"How to do a Post Request in Python?","https://stackoverflow.com/questions/1527337","<python><networking><http-post>","6","2009-10-06 18:41:36"
"How to deal with query parameter's encoding?","https://stackoverflow.com/questions/1526965","<python><django><unicode><utf-8>","3","2009-10-06 17:27:51"
"How do I memoize expensive calculations on Django model objects?","https://stackoverflow.com/questions/1526191","<python><django><django-models><memoization>","16","2009-10-06 15:06:48"
"Formatting date string in Python for dates prior to 1900?","https://stackoverflow.com/questions/1526170","<python><datetime>","3","2009-10-06 15:03:08"
"Sort string collection in Python using various locale settings","https://stackoverflow.com/questions/1526109","<python><google-app-engine><sorting><web-applications><collation>","4","2009-10-06 14:54:05"
"creating a .mat file from python","https://stackoverflow.com/questions/1526002","<python><scipy><mat-file>","5","2009-10-06 14:38:51"
"Python, subprocess, devenv, why no output?","https://stackoverflow.com/questions/1525696","<python><subprocess>","6","2009-10-06 13:46:06"
"Python: smarter way to calculate loan payments","https://stackoverflow.com/questions/1525611","<python><algorithm><math><finance>","8","2009-10-06 13:30:59"
"How to fix encoding in Python Mechanize?","https://stackoverflow.com/questions/1525295","<python><encoding><mechanize>","5","2009-10-06 12:26:01"
"Boo vs C# vs Python?","https://stackoverflow.com/questions/1524609","<c#><python><programming-languages><boo>","11","2009-10-06 09:47:05"
"PyQt context menu","https://stackoverflow.com/questions/1524349","<python><qt><pyqt4>","3","2009-10-06 08:44:15"
"Why do I get encoding error in python warnings.formatwarning on format string?","https://stackoverflow.com/questions/1524262","<python><encoding><warnings>","5","2009-10-06 08:21:07"
"How to have an error but continue the script in python?","https://stackoverflow.com/questions/1524216","<python>","2","2009-10-06 08:07:41"
"Does anyone know a way to scramble the elements in a list?","https://stackoverflow.com/questions/1524160","<python><random>","8","2009-10-06 07:55:21"
"How to print a list more nicely?","https://stackoverflow.com/questions/1524126","<python><printing>","36","2009-10-06 07:43:58"
"Convert a decimal matrix to a binary matrix in SciPy","https://stackoverflow.com/questions/1524023","<python><scipy>","2","2009-10-06 07:03:42"
"Werkzeug in General, and in Python 3.1","https://stackoverflow.com/questions/1523706","<python><python-3.x><werkzeug>","2","2009-10-06 05:13:48"
"How to print a list in Python ""nicely""","https://stackoverflow.com/questions/1523660","<python>","153","2009-10-06 04:55:40"
"BioPython: Skipping over bad GIDs with Entrez.esummary/Entrez.read","https://stackoverflow.com/questions/1523571","<python><bioinformatics><biopython>","3","2009-10-06 04:15:15"
"Python module search path problem","https://stackoverflow.com/questions/1523551","<python><search><path><module>","3","2009-10-06 04:06:18"
".vimrc configuration for Python","https://stackoverflow.com/questions/1523482","<python><vim>","19","2009-10-06 03:45:54"
"What is the common header format of Python files?","https://stackoverflow.com/questions/1523427","<python><header><comments>","636","2009-10-06 03:23:14"
"Elegant way to skip first line when using python fileinput module?","https://stackoverflow.com/questions/1523378","<python><file-io>","14","2009-10-06 02:57:43"
"How do I do this in Python? List to function","https://stackoverflow.com/questions/1523348","<python>","2","2009-10-06 02:43:50"
"Python: List comprehension to assign different values","https://stackoverflow.com/questions/1522960","<python><list-comprehension>","7","2009-10-05 23:45:02"
"Problem running a very simple Python program","https://stackoverflow.com/questions/1522708","<python><ide><python-idle>","2","2009-10-05 22:22:08"
"How do I get the module instance for a class in Python?","https://stackoverflow.com/questions/1522651","<python>","14","2009-10-05 22:03:21"
"should I call close() after urllib.urlopen()?","https://stackoverflow.com/questions/1522636","<python><urllib>","76","2009-10-05 21:59:04"
"Get partial stdout and stderr from Popen that runs indefinitely","https://stackoverflow.com/questions/1522542","<python><subprocess>","2","2009-10-05 21:37:32"
"map string position to line number in regex output","https://stackoverflow.com/questions/1522510","<python><regex><grep><multiline>","3","2009-10-05 21:30:29"
"How create jinja2 extension?","https://stackoverflow.com/questions/1521909","<python><templates><jinja2>","3","2009-10-05 19:22:56"
"How can I specify date and time in Python?","https://stackoverflow.com/questions/1521906","<python><datetime>","43","2009-10-05 19:22:49"
"How to prevent log file truncation with python logging module?","https://stackoverflow.com/questions/1521681","<python><logging>","7","2009-10-05 18:32:29"
"Python Fixed Length Packet","https://stackoverflow.com/questions/1520765","<python><sockets><binary>","2","2009-10-05 15:26:34"
"How does Python's triple-quote string work?","https://stackoverflow.com/questions/1520548","<python><string>","34","2009-10-05 14:49:04"
"NumPy and memmap: [Errno 24] Too many open files","https://stackoverflow.com/questions/1519956","<python><memory-management><numpy>","5","2009-10-05 13:02:10"
"How do you host your own egg repository?","https://stackoverflow.com/questions/1519589","<python>","17","2009-10-05 11:43:20"
"Is it normal that running python under valgrind shows many errors with memory?","https://stackoverflow.com/questions/1519276","<python><debugging><memory-leaks><valgrind><python-c-extension>","20","2009-10-05 10:25:48"
"String manipulation in Python docstrings","https://stackoverflow.com/questions/1519029","<python><string><documentation>","9","2009-10-05 09:27:01"
"Learning to write reusable libraries","https://stackoverflow.com/questions/1518948","<python>","3","2009-10-05 09:03:42"
"In managed code, how do I achieve good locality of reference?","https://stackoverflow.com/questions/1518915","<c#><java><python><optimization><memory-management>","15","2009-10-05 08:58:36"
"Python and indentation, having trouble getting started.","https://stackoverflow.com/questions/1518659","<python>","2","2009-10-05 07:22:33"
"Snow Leopard Python 2.6 problems getting PIL to work","https://stackoverflow.com/questions/1518573","<python><image-manipulation><osx-snow-leopard><pylons><python-imaging-library>","2","2009-10-05 06:59:33"
"Find the most common element in a list","https://stackoverflow.com/questions/1518522","<python><list>","260","2009-10-05 06:35:44"
"Django - use reverse url mapping in settings","https://stackoverflow.com/questions/1518286","<python><django><url><dry>","44","2009-10-05 04:40:49"
"How to keep query parameters during pagination with webhelpers.paginate","https://stackoverflow.com/questions/1518068","<python><pagination><pylons><genshi><turbogears2>","2","2009-10-05 02:45:19"
"Python Image Uploading with AjaxUpload","https://stackoverflow.com/questions/1517959","<python><pylons><python-imaging-library><image-uploading><ajax-upload>","4","2009-10-05 02:00:14"
"Using lookahead with generators","https://stackoverflow.com/questions/1517862","<python><generator><regex-lookarounds>","20","2009-10-05 01:10:55"
"Python Image Library ellipse with wide outline","https://stackoverflow.com/questions/1517778","<python><image><python-imaging-library>","2","2009-10-05 00:29:11"
"Stream large binary files with urllib2 to file","https://stackoverflow.com/questions/1517616","<python><file><streaming><urllib2>","57","2009-10-04 22:50:47"
"Closing sockets in python","https://stackoverflow.com/questions/1517418","<python><sockets><try-catch>","4","2009-10-04 21:24:44"
"What algorithm does Python's built-in sort() method use?","https://stackoverflow.com/questions/1517347","<python><algorithm><sorting><python-internals>","138","2009-10-04 20:48:00"
"How do I install SciPy on 64 bit Windows?","https://stackoverflow.com/questions/1517129","<python><windows><64-bit><numpy><scipy>","65","2009-10-04 19:01:43"
"Python's insert returning None?","https://stackoverflow.com/questions/1516889","<python><list>","12","2009-10-04 17:07:30"
"In Django, how do I filter based on all entities in a many-to-many relation instead of any?","https://stackoverflow.com/questions/1516795","<python><django><orm>","4","2009-10-04 16:27:27"
"python varargs before function name?","https://stackoverflow.com/questions/1516467","<python><variadic-functions>","2","2009-10-04 13:56:21"
"How to remove ""similar"" but not identical content in a MySQL database","https://stackoverflow.com/questions/1516263","<python><mysql><algorithm><string>","3","2009-10-04 12:16:49"
"List sorting with multiple attributes and mixed order","https://stackoverflow.com/questions/1516249","<python><list><sorting>","22","2009-10-04 12:10:07"
"Does C++ have an equivilent to Python's __setitem__","https://stackoverflow.com/questions/1515899","<c++><python>","2","2009-10-04 08:18:08"
"Case insensitive urls for Django?","https://stackoverflow.com/questions/1515634","<python><django>","45","2009-10-04 04:56:10"
"Django 1.0 Testing: how do I get a session to persist between test code and view being tested?","https://stackoverflow.com/questions/1515446","<python><django><testing>","2","2009-10-04 02:31:58"
"Declaring Unknown Type Variable in Python?","https://stackoverflow.com/questions/1515412","<python><types>","3","2009-10-04 02:10:00"
"Display Pretty Code in Django","https://stackoverflow.com/questions/1514874","<python><html><django>","4","2009-10-03 21:11:56"
"Fitting a step function","https://stackoverflow.com/questions/1514484","<python><scipy><curve-fitting><best-fit-curve>","4","2009-10-03 18:28:22"
"C#: Does a dictionary in C# have something similar to the Python setdefault?","https://stackoverflow.com/questions/1514457","<c#><python><dictionary>","6","2009-10-03 18:10:29"
"Python Implementation of the Object Pool Design Pattern","https://stackoverflow.com/questions/1514120","<python><design-patterns><data-structures>","26","2009-10-03 15:55:44"
"How to get a http page using mechanize cookies?","https://stackoverflow.com/questions/1513823","<python><mechanize>","3","2009-10-03 14:08:10"
"Python .sort() not working as expected","https://stackoverflow.com/questions/1513727","<python><list><sorting>","12","2009-10-03 13:22:03"
"What should I use instead of assignment-in-an-expression in Python?","https://stackoverflow.com/questions/1513436","<python>","3","2009-10-03 10:33:33"
"Determining if stdout for a Python process is redirected","https://stackoverflow.com/questions/1512457","<python><io-redirection>","26","2009-10-03 00:51:25"
"Python: how to write a data struct to a file as text (not pickled)","https://stackoverflow.com/questions/1512401","<python>","2","2009-10-03 00:26:22"
"Python optparse defaults vs function defaults","https://stackoverflow.com/questions/1512242","<python><dry><optparse>","6","2009-10-02 23:11:22"
"Django: Get an object form the DB, or 'None' if nothing matches","https://stackoverflow.com/questions/1512059","<python><django>","109","2009-10-02 22:15:33"
"urlopen error 10045, 'address already in use' while downloading in Python 2.5 on Windows","https://stackoverflow.com/questions/1512057","<python><windows><http><download><urllib2>","5","2009-10-02 22:15:24"
"Python distutils - copy_tree with filter","https://stackoverflow.com/questions/1511808","<python><file><distribution><py2exe><distutils>","3","2009-10-02 21:13:30"
"virtualenv, mysql-python, pip: anyone know how?","https://stackoverflow.com/questions/1511661","<python><mysql><virtualenv><easy-install><pip>","69","2009-10-02 20:33:53"
"Python loop | ""do-while"" over a tree","https://stackoverflow.com/questions/1511506","<python>","2","2009-10-02 19:57:51"
"py2exe and the file system","https://stackoverflow.com/questions/1511461","<python><configuration><file><py2exe>","4","2009-10-02 19:49:55"
"Django: How to access originating instance from a RelatedManager?","https://stackoverflow.com/questions/1511256","<python><django><django-models><django-orm>","2","2009-10-02 18:56:34"
"Retrieving tags for a specific queryset with django-tagging","https://stackoverflow.com/questions/1510936","<python><django><django-tagging>","2","2009-10-02 17:43:33"
"How to make this Python program compile?","https://stackoverflow.com/questions/1510609","<python><syntax-error>","4","2009-10-02 16:28:09"
"Django model refactoring and migration","https://stackoverflow.com/questions/1510215","<python><django><django-models>","2","2009-10-02 15:20:58"
"Can seek and tell work with UTF-8 encoded documents in Python?","https://stackoverflow.com/questions/1510188","<python><utf-8><codec><seek>","6","2009-10-02 15:17:21"
"Zero results in Query/GqlQuery","https://stackoverflow.com/questions/1509407","<python><google-app-engine><gql><gqlquery>","2","2009-10-02 13:11:01"
"KeyError with dict.fromkeys() and dict-like object","https://stackoverflow.com/questions/1509153","<python><dictionary>","3","2009-10-02 12:09:48"
"Parsing large pseudo-xml files in python","https://stackoverflow.com/questions/1508938","<python><xml>","6","2009-10-02 11:15:49"
"Log exception with traceback in Python","https://stackoverflow.com/questions/1508467","<python><exception><logging><error-handling><python-logging>","242","2009-10-02 09:07:15"
"fast string modification in python","https://stackoverflow.com/questions/1508464","<python><string>","4","2009-10-02 09:06:17"
"How and when to appropriately use weakref in Python","https://stackoverflow.com/questions/1507566","<python><circular-reference>","60","2009-10-02 03:03:40"
"python MySQLDB query timeout","https://stackoverflow.com/questions/1507091","<python><timeout><mysql>","10","2009-10-01 23:51:06"
"Python: Is it bad form to raise exceptions within __init__?","https://stackoverflow.com/questions/1507082","<python><exception>","170","2009-10-01 23:47:38"
"How to arrange the source code of an application made with SQLAlchemy and a graphic interface?","https://stackoverflow.com/questions/1506887","<python><sqlalchemy><directory-structure><version-control>","7","2009-10-01 22:39:03"
"Matplotlib square boxplot","https://stackoverflow.com/questions/1506647","<python><matplotlib><boxplot>","4","2009-10-01 21:37:37"
"match an alternative url - regular expression django urls","https://stackoverflow.com/questions/1506646","<python><regex><django><django-urls>","3","2009-10-01 21:37:31"
"Delete all visible cookies raises an exception","https://stackoverflow.com/questions/1506315","<python><exception><selenium><cookies>","2","2009-10-01 20:35:03"
"How to use export with Python on Linux","https://stackoverflow.com/questions/1506010","<python><linux><export>","79","2009-10-01 19:39:35"
"Python: json.loads chokes on escapes","https://stackoverflow.com/questions/1505454","<python><json><escaping>","31","2009-10-01 17:53:17"
"Automatically remove *.pyc files and otherwise-empty directories when I check out a new branch","https://stackoverflow.com/questions/1504724","<git><python><bash>","55","2009-10-01 15:41:22"
"Why does comparing strings using either '==' or 'is' sometimes produce a different result?","https://stackoverflow.com/questions/1504717","<python><string><comparison><identity><equality>","1320","2009-10-01 15:40:14"
"Fixture loading works with loaddata but fails silently in unit test in Django","https://stackoverflow.com/questions/1504255","<python><django><unit-testing><fixtures>","4","2009-10-01 14:21:21"
"Paster cannot stop daemon","https://stackoverflow.com/questions/1502568","<python><command-line><ssh><pylons><paster>","3","2009-10-01 08:14:41"
"How to pick certain elements of x-tuple returned by a function?","https://stackoverflow.com/questions/1502470","<python><list><tuples><iterable-unpacking>","2","2009-10-01 07:47:46"
"Parsing out data using BeautifulSoup in Python","https://stackoverflow.com/questions/1501690","<python><html><parsing><beautifulsoup>","10","2009-10-01 02:59:32"
"Log output of multiprocessing.Process","https://stackoverflow.com/questions/1501651","<python><logging><concurrency><multiprocessing>","84","2009-10-01 02:44:03"
"What's the most pythonic way to ensure that all elements of a list are different?","https://stackoverflow.com/questions/1501118","<python><list><unique>","8","2009-09-30 23:07:02"
"How to install pycairo on osx?","https://stackoverflow.com/questions/1500866","<python><macos><installation><makefile><cairo>","13","2009-09-30 21:53:36"
"How to override the copy/deepcopy operations for a Python object?","https://stackoverflow.com/questions/1500718","<python><python-internals>","143","2009-09-30 21:18:45"
"Django: How to set initial values for a field in an inline model formset?","https://stackoverflow.com/questions/1500121","<python><django><default-value><django-forms>","9","2009-09-30 19:15:53"
"Python/WebApp Google App Engine - testing for user/pass in the headers","https://stackoverflow.com/questions/1499832","<python><google-app-engine><web-applications>","4","2009-09-30 18:20:00"
"How to programmatically get SVN revision number?","https://stackoverflow.com/questions/1499811","<php><python><svn>","7","2009-09-30 18:17:47"
"How do I define a SWIG typemap for a reference to pointer?","https://stackoverflow.com/questions/1499569","<c++><python><swig>","2","2009-09-30 17:31:01"
"Python - importing package classes into console global namespace","https://stackoverflow.com/questions/1499119","<python><import><console><namespaces><global>","11","2009-09-30 16:04:52"
"How to get the PATH environment-variable separator in Python?","https://stackoverflow.com/questions/1499019","<python><operating-system><environment-variables>","179","2009-09-30 15:51:47"
"Django: form values not updating when model updates","https://stackoverflow.com/questions/1498763","<python><django><django-forms>","6","2009-09-30 15:14:17"
"Can Python determine the class of an object accessing a method","https://stackoverflow.com/questions/1497683","<python><introspection>","2","2009-09-30 11:58:36"
"question related to reverse function and kwargs","https://stackoverflow.com/questions/1497258","<python><django>","5","2009-09-30 10:27:07"
"How to treat the first line of a file differently in Python?","https://stackoverflow.com/questions/1496456","<python><file><iteration>","9","2009-09-30 06:46:59"
"Passing a list of kwargs?","https://stackoverflow.com/questions/1496346","<python><keyword-argument>","126","2009-09-30 06:08:33"
"In Python in GAE, what is the best way to limit the risk of executing untrusted code?","https://stackoverflow.com/questions/1496115","<python><google-app-engine>","3","2009-09-30 04:30:46"
"How can I define a class in Python?","https://stackoverflow.com/questions/1495666","<python>","63","2009-09-30 01:02:16"
"Combining Dictionaries Of Lists In Python","https://stackoverflow.com/questions/1495510","<python><list><dictionary>","26","2009-09-29 23:54:01"
"http checks python","https://stackoverflow.com/questions/1495367","<python><http>","3","2009-09-29 22:52:31"
"Separate Admin/User authentication system in Django","https://stackoverflow.com/questions/1494524","<python><django><authentication>","9","2009-09-29 19:41:26"
"General Command pattern and Command Dispatch pattern in Python","https://stackoverflow.com/questions/1494442","<python><design-patterns><oop>","27","2009-09-29 19:23:23"
"How to define [] for class in Python?","https://stackoverflow.com/questions/1494146","<python>","3","2009-09-29 18:22:17"
"Is there any Python XML parser that was designed with humans in mind?","https://stackoverflow.com/questions/1493899","<python><xml><user-friendly>","24","2009-09-29 17:22:34"
"Django - accessing the RequestContext from within a custom filter","https://stackoverflow.com/questions/1493874","<python><django><django-templates>","21","2009-09-29 17:18:29"
"Regex find non digit and/or end of string","https://stackoverflow.com/questions/1493871","<python><regex>","6","2009-09-29 17:18:10"
"Testing for an empty iterator in a Python for... loop","https://stackoverflow.com/questions/1491957","<python><exception><iterator><conditional-statements>","3","2009-09-29 11:27:15"
"a better way to do ajax in django","https://stackoverflow.com/questions/1491618","<javascript><python><ajax><django>","4","2009-09-29 09:59:44"
"Python Regex ""object has no attribute""","https://stackoverflow.com/questions/1491277","<python><regex>","8","2009-09-29 08:32:01"
"Django slugified urls - how to handle collisions?","https://stackoverflow.com/questions/1490559","<python><django><url><slug><collision>","7","2009-09-29 04:23:55"
"calling Objective C functions from Python?","https://stackoverflow.com/questions/1490039","<python><objective-c><macos>","12","2009-09-29 00:47:28"
"How to exit the entire application from a Python thread?","https://stackoverflow.com/questions/1489669","<python><multithreading>","106","2009-09-28 22:20:59"
"How do I find out my PYTHONPATH using Python?","https://stackoverflow.com/questions/1489599","<python><python-module><pythonpath>","526","2009-09-28 22:01:26"
"When is it advisable to use a ret_val variable?","https://stackoverflow.com/questions/1489372","<python><coding-style><return-value>","3","2009-09-28 21:06:45"
"python/scapy mac flooding script","https://stackoverflow.com/questions/1487389","<python><scapy>","2","2009-09-28 14:35:52"
"Evaluating into two or more lists","https://stackoverflow.com/questions/1486558","<python><list>","5","2009-09-28 11:24:59"
"pyinotify.ThreadedNotifier, process_* not called","https://stackoverflow.com/questions/1486271","<python><inotify><pyinotify>","3","2009-09-28 10:02:14"
"Python PIL cannot locate my ""libjpeg""","https://stackoverflow.com/questions/1486157","<python><python-imaging-library>","10","2009-09-28 09:29:42"
"Behaviour of increment and decrement operators in Python","https://stackoverflow.com/questions/1485841","<python><operators><increment><decrement>","1064","2009-09-28 07:33:19"
"Return a list of dictionaries that match the corresponding list of values in python","https://stackoverflow.com/questions/1485660","<python><dictionary>","2","2009-09-28 06:15:14"
"How to pack a tkinter widget underneath an existing widget that has been packed to the left side?","https://stackoverflow.com/questions/1485408","<python><widget><tkinter><pack>","17","2009-09-28 04:25:57"
"how % applies to this method in Python?","https://stackoverflow.com/questions/1484375","<python><class><string-formatting>","2","2009-09-27 20:17:37"
"python PIL - background displayed opaque instead of transparent","https://stackoverflow.com/questions/1484101","<python><django><image>","3","2009-09-27 18:12:52"
"Path to current file depends on how I execute the program","https://stackoverflow.com/questions/1483827","<python><path>","5","2009-09-27 15:59:43"
"django model Form. Include fields from related models","https://stackoverflow.com/questions/1483647","<python><django><django-forms>","33","2009-09-27 14:12:12"
"How do I print an exception in Python?","https://stackoverflow.com/questions/1483429","<python><exception><error-handling>","1446","2009-09-27 11:48:19"
"How to except SyntaxError?","https://stackoverflow.com/questions/1483343","<python><exception>","3","2009-09-27 11:04:20"
"decypher with me that obfuscated MultiplierFactory","https://stackoverflow.com/questions/1483085","<python><obfuscation><python-datamodel>","2","2009-09-27 08:11:24"
"In the Python interpreter, how do you return a value without single quotes around it?","https://stackoverflow.com/questions/1482649","<python><interpreter><read-eval-print-loop>","25","2009-09-27 02:37:26"
